iter	Logloss
469	0.06525583582
470	0.06508409584
471	0.06494371184
472	0.06482462831
473	0.06463734658
474	0.06449253481
475	0.06436268314
476	0.06421275715
477	0.06401332918
478	0.06385411273
479	0.06374419391
480	0.06363622959
481	0.0635007764
482	0.06334531176
483	0.06310187329
484	0.06300213573
485	0.06289507793
486	0.06271233401
487	0.06257055094
488	0.06240383085
489	0.06225322367
490	0.0621380282
491	0.06202624394
492	0.06189205358
493	0.0617745106
494	0.06167888641
495	0.06146862219
496	0.06130543384
497	0.06113616189
498	0.06095010108
499	0.06079924238
500	0.06069912753
501	0.06055693574
502	0.06036198794
503	0.06020092702
504	0.06004763174
505	0.05993154547
506	0.0598150924
507	0.05967540531
508	0.05955842301
509	0.05942819407
510	0.05929974147
511	0.05914617371
512	0.05897301894
513	0.05885396685
514	0.05867826546
515	0.05854172759
516	0.05836049803
517	0.05824267209
518	0.05822192182
519	0.05810257629
520	0.05797053431
521	0.05787442805
522	0.05770981967
523	0.05755982032
524	0.05739242428
525	0.05733777141
526	0.05720597571
527	0.05707242987
528	0.05690028117
529	0.05677862482
530	0.05666493846
531	0.05651751717
532	0.05637922392
533	0.05624611823
534	0.05608102778
535	0.05595762651
536	0.05584750333
537	0.05573506408
538	0.05561617967
539	0.05551623774
540	0.05540101607
541	0.05528647035
542	0.0551666637
543	0.05500894064
544	0.05485958057
545	0.05472555789
546	0.0545558615
547	0.05443483395
548	0.05425969847
549	0.05414331876
550	0.05405604708
551	0.05391776955
552	0.05371662287
553	0.05361121041
554	0.05350249678
555	0.05338979029
556	0.05328636379
557	0.05317212199
558	0.05303284362
559	0.05294826005
560	0.05283398681
561	0.0527074206
562	0.05253163537
563	0.05239743977
564	0.05224608327
565	0.0520964612
566	0.05199353774
567	0.05189130594
568	0.0517072992
569	0.05155950588
570	0.05143839448
571	0.05129553198
572	0.05119879691
573	0.05106911292
574	0.05096455459
575	0.05083044283
576	0.05074080268
577	0.050619445
578	0.05051428407
579	0.05039883184
580	0.05029543154
581	0.05020079246
582	0.0501072695
583	0.0499793147
584	0.04986312363
585	0.04975356636
586	0.04966906663
587	0.04954740503
588	0.04940785942
589	0.04925431262
590	0.04915416634
591	0.04905228562
592	0.04892719185
593	0.04880523682
594	0.04869467348
595	0.04854937962
596	0.04845754393
597	0.04838470836
598	0.04828245561
599	0.04816671518
600	0.04806780029
601	0.04795940106
602	0.04781786426
603	0.04773414528
604	0.04761597874
605	0.04752263394
606	0.04742892758
607	0.04733014893
608	0.04720638611
609	0.04707617288
610	0.04693949354
611	0.04684866916
612	0.04673265101
613	0.0466099781
614	0.04652991662
615	0.04641530802
616	0.04628983173
617	0.04620932485
618	0.04610175877
619	0.04595817314
620	0.04586060493
621	0.04576939279
622	0.04565223233
623	0.04557640998
624	0.04545919188
625	0.04538100106
626	0.0452636048
627	0.04516546019
628	0.04510149065
629	0.04498089277
630	0.04484254187
631	0.04471014882
632	0.04455333752
633	0.04445032497
634	0.04436834566
635	0.04426254021
636	0.04418461663
637	0.04407511701
638	0.04398819116
639	0.04391530582
640	0.04382097328
641	0.04371687606
642	0.04361948076
643	0.04351722277
644	0.04343664515
645	0.043350859
646	0.04327134248
647	0.04318883655
648	0.04307254854
649	0.04297975917
650	0.0428983484
651	0.04281374124
652	0.04272807823
653	0.04260072603
654	0.04250810435
655	0.04240386565
656	0.04229399398
657	0.04220548829
658	0.04212713766
659	0.04202972926
660	0.04193050259
661	0.04187345243
662	0.04175736878
663	0.04167102981
664	0.04157072371
665	0.04145972807
666	0.04138550916
667	0.04129584543
668	0.04120247181
669	0.04111844891
670	0.04104287284
671	0.04097906312
672	0.04089280013
673	0.04080379402
674	0.04072498489
675	0.04060185087
676	0.04048764575
677	0.04039339705
678	0.04031409274
679	0.04025364446
680	0.04017811555
681	0.04008690341
682	0.03996862684
683	0.03990630265
684	0.03984349115
685	0.03976464796
686	0.03975091662
687	0.0397233177
688	0.03963909044
689	0.03957853212
690	0.03951135572
691	0.03942072523
692	0.03935967959
693	0.03930315605
694	0.03922964452
695	0.03914189077
696	0.0390753746
697	0.03906330696
698	0.03896556582
699	0.03890195784
700	0.03884498366
701	0.03874295098
702	0.03868044602
703	0.03861280588
704	0.03852417967
705	0.0384382992
706	0.03837847448
707	0.03830121114
708	0.03821809999
709	0.03815595396
710	0.03809128227
711	0.03799344681
712	0.03790346083
713	0.03781896109
714	0.03773408146
715	0.03766983158
716	0.03762095577
717	0.03755393919
718	0.03748363453
719	0.03743186102
720	0.03737230877
721	0.03730284513
722	0.03725061836
723	0.03721349318
724	0.037135491
725	0.03707221838
726	0.03700351191
727	0.0369206549
728	0.03686592605
729	0.03681391936
730	0.03676224279
731	0.03666094895
732	0.03658535454
733	0.03650260234
734	0.03643241295
735	0.03635195061
736	0.03625903287
737	0.03619317694
738	0.03612682584
739	0.03608032635
740	0.03599762393
741	0.03594304441
742	0.03589210405
743	0.03583968865
744	0.03576663824
745	0.03569110409
746	0.03561724149
747	0.03554398673
748	0.03548390525
749	0.03540354509
750	0.03532433248
751	0.03527877619
752	0.03519005042
753	0.03511250412
754	0.03505426711
755	0.03500603582
756	0.03493663243
757	0.03486508852
758	0.03480161415
759	0.03475657138
760	0.03467914036
761	0.03459899242
762	0.03451440361
763	0.03445140608
764	0.03437989885
765	0.03431886107
766	0.0342334129
767	0.03417203715
768	0.03412806333
769	0.03407003067
770	0.03399935921
771	0.03395070872
772	0.03391754758
773	0.03386697926
774	0.03378529077
775	0.03372057716
776	0.03364367275
777	0.03357897748
778	0.03351651181
779	0.03345581725
780	0.03340476424
781	0.03334901097
782	0.03330176741
783	0.03322123433
784	0.03316353704
785	0.0331088239
786	0.03306367371
787	0.03298285243
788	0.03291737378
789	0.0328635069
790	0.03278781032
791	0.03274474825
792	0.03269262628
793	0.03264754683
794	0.03258378427
795	0.03253639399
796	0.03247946959
797	0.03242385256
798	0.03236629937
799	0.03230849465
800	0.03224704816
801	0.03218725487
802	0.03211697903
803	0.03205343917
804	0.03202313381
805	0.03198638853
806	0.03194395526
807	0.03188774612
808	0.03183208455
809	0.03178800593
810	0.03173089813
811	0.03168302316
812	0.03163183128
813	0.0315718808
814	0.0315258634
815	0.03146648669
816	0.03139118048
817	0.03133533027
818	0.03127948792
819	0.03122444991
820	0.03118502701
821	0.03109301054
822	0.03106773031
823	0.03101171242
824	0.03095705955
825	0.03094741276
826	0.03089674751
827	0.03085246977
828	0.03077207555
829	0.03074107589
830	0.03067471955
831	0.03063150029
832	0.03057005641
833	0.03052579178
834	0.03046421166
835	0.03041558737
836	0.03036833857
837	0.03031660698
838	0.03027642166
839	0.03021006532
840	0.03016270648
841	0.0301161808
842	0.03006819316
843	0.03003029509
844	0.02999717063
845	0.02994018073
846	0.0298902936
847	0.02983238671
848	0.02976748184
849	0.02971804797
850	0.02965854812
851	0.02960653881
852	0.02952306873
853	0.02949058617
854	0.02943739
855	0.0294047712
856	0.02936100698
857	0.02930355334
858	0.02924623594
859	0.02920939896
860	0.02917586578
861	0.02912506166
862	0.02908624136
863	0.02903834542
864	0.0290080846
865	0.02894745554
866	0.02890138836
867	0.02886415838
868	0.02882487171
869	0.02878285502
870	0.02873146141
871	0.02868165027
872	0.02862507956
873	0.02856400773
874	0.02851047621
875	0.02845804508
876	0.02841506686
877	0.02836551771
878	0.02828638632
879	0.02824704202
880	0.02820629078
881	0.02817556622
882	0.02813261682
883	0.02808320129
884	0.02801865274
885	0.02797790412
886	0.02795023971
887	0.0278980863
888	0.02785218941
889	0.0277962999
890	0.02776700324
891	0.02772197619
892	0.02767320256
893	0.02764049991
894	0.02761045655
895	0.02755426575
896	0.0275112063
897	0.02745662417
898	0.02741589389
899	0.02737904643
900	0.02733960256
901	0.0272998967
902	0.02727274318
903	0.02722804101
904	0.02718585402
905	0.02713692843
906	0.02709679551
907	0.0270651985
908	0.02702624981
909	0.02698706795
910	0.02695149642
911	0.0269004172
912	0.02686669276
913	0.0268137193
914	0.02674901354
915	0.02669639902
916	0.02665815249
917	0.02661655761
918	0.02656725475
919	0.02651669429
920	0.02647988875
921	0.02644150074
922	0.02641054824
923	0.02637269471
924	0.02632074566
925	0.02627690808
926	0.02623909646
927	0.02619951898
928	0.02617396365
929	0.02613803319
930	0.02609290919
931	0.02607530028
932	0.02604009293
933	0.02600062024
934	0.02595542551
935	0.02591341668
936	0.02587510203
937	0.02582221241
938	0.0257834969
939	0.02574376746
940	0.02570424237
941	0.0256591341
942	0.025625035
943	0.02558795436
944	0.02554467222
945	0.02548551559
946	0.02544368492
947	0.02539990236
948	0.02535953627
949	0.02532030462
950	0.02528715134
951	0.02524533901
952	0.02520759551
953	0.02517103887
954	0.02513380365
955	0.02509763739
956	0.02506107288
957	0.02501117266
958	0.02496170736
959	0.02491737198
960	0.02487180783
961	0.02483231681
962	0.02480407076
963	0.02477901061
964	0.02474203477
965	0.02471294508
966	0.02467253444
967	0.02464214262
968	0.02460510128
969	0.02455329633
970	0.02452198752
971	0.02447851674
972	0.02443076752
973	0.02440846359
974	0.02438072058
975	0.02433935627
976	0.02429491871
977	0.02426021178
978	0.02422971254
979	0.02419616626
980	0.02416516922
981	0.0241328229
982	0.02410419695
983	0.02407349335
984	0.0240455224
985	0.02401404328
986	0.02396614997
987	0.02393637909
988	0.02389243671
989	0.02386056984
990	0.02383460579
991	0.02379547895
992	0.02376075367
993	0.02372092467
994	0.02369236422
995	0.02365930264
996	0.02362509088
997	0.02359117518
998	0.02355692937
999	0.02352562841
